0,9,29,91,62,28,11,10,10,11,0,0,0,6,5,11,0,9,3,6,0,55,65,139
11,12,43,136,93,47,26,12,14,14,7,39,53,54,64,44,11,6,0,0,6,12,69,99
12,13,29,59,87,90,13,6,44,54,55,78,102,154,302,105,39,22,11,4,12,51,57,50
9,12,14,44,58,70,66,10,12,10,9,14,69,80,71,58,13,10,10,10,12,48,52,8
0,0,10,31,60,68,59,9,0,0,0,10,0,57,71,43,7,0,26,13,11,25,13,11
5,7,8,11,38,54,56,12,14,7,12,16,10,53,61,13,14,0,5,6,7,11,2,0
0,1,0,13,13,14,23,4,9,32,2,3,52,59,55,11,4,2,0,1,0,0,0,0
0,0,0,6,9,7,1,0,56,55,50,60,52,56,52,65,63,59,3,0,5,0,0,0
0,0,0,0,6,6,8,0,21,60,54,76,92,80,73,96,87,70,57,14,6,0,0,0
0,0,0,0,0,0,0,4,13,62,68,112,151,157,113,119,120,94,63,12,0,4,0,0
0,0,0,0,2,0,0,5,30,58,85,122,203,245,154,151,139,121,81,44,10,0,0,6
0,0,0,0,5,3,2,13,52,73,102,140,191,305,186,201,181,128,78,36,7,1,11,1
0,0,0,0,0,6,7,7,15,94,115,129,217,263,182,171,174,111,75,13,0,0,0,0
0,0,0,9,0,2,12,2,14,74,115,132,158,182,167,153,183,148,115,53,7,0,1,6
0,0,0,1,0,0,2,6,10,53,91,126,175,176,148,129,140,143,121,12,9,0,0,6
0,0,0,8,6,2,0,0,6,53,70,138,165,128,106,100,96,112,112,47,10,5,0,0
7,10,8,6,10,4,13,9,13,14,90,115,124,79,83,81,74,74,90,57,0,6,0,0
4,9,8,11,7,12,14,10,14,42,80,107,91,99,88,89,86,57,50,35,13,7,5,1
0,0,0,5,0,0,6,3,7,49,105,119,111,101,107,120,123,82,64,64,13,6,6,12
0,2,4,3,10,10,2,10,11,61,96,110,114,110,120,124,126,110,102,103,40,8,0,5
3,3,4,12,9,9,5,11,15,65,137,156,146,148,221,227,147,127,108,98,53,13,7,0
0,0,3,8,7,8,7,14,59,80,135,143,136,116,116,149,108,73,102,102,61,29,13,12
1,4,4,6,11,8,10,20,46,102,134,144,113,114,123,186,112,103,75,105,94,30,5,1
1,0,0,1,0,6,12,13,86,107,129,132,120,118,132,145,126,111,102,105,103,52,4,0
3,6,0,0,1,6,12,51,102,105,119,137,134,113,147,181,123,102,107,105,100,48,6,5
6,10,7,0,0,8,9,15,103,106,119,132,129,129,137,134,117,109,113,111,107,86,14,7
1,5,2,7,10,6,12,14,100,106,115,112,114,116,107,104,102,104,106,110,106,66,20,7
4,9,9,5,10,12,10,33,63,102,116,120,110,110,102,87,102,107,107,76,73,81,14,13
0,2,4,10,7,12,11,14,62,76,105,107,98,102,88,87,95,106,104,83,70,63,19,0
2,3,8,5,7,11,13,13,53,100,109,89,75,79,50,40,48,54,62,74,66,55,14,3
7,9,7,10,12,14,13,9,43,58,76,85,64,59,50,45,51,61,73,61,62,51,28,11
0,0,0,0,4,9,9,3,12,79,104,81,61,63,63,53,61,65,83,67,45,26,13,10
8,0,2,0,0,0,0,0,9,52,63,68,63,63,52,52,65,78,95,78,59,31,12,8
0,0,0,0,0,0,0,2,9,14,57,69,69,56,52,53,44,68,85,100,65,32,13,12
0,0,0,0,8,9,11,12,32,45,60,120,77,56,54,38,53,57,153,130,74,14,11,5
0,0,1,4,5,11,11,6,8,19,53,81,61,35,32,46,41,51,83,90,56,17,11,4
3,3,9,8,6,4,12,10,12,15,46,59,51,30,16,15,13,29,55,64,21,13,9,5
0,4,4,5,5,9,8,9,10,21,50,53,51,36,20,18,34,50,53,36,14,11,3,0
0,0,0,0,0,0,0,0,12,25,53,51,41,40,33,38,47,44,46,61,30,9,2,0
0,0,0,0,0,9,10,0,13,34,41,57,57,51,39,42,43,37,69,71,39,8,10,10
0,0,0,0,0,7,7,9,14,30,52,55,55,23,38,14,24,54,57,59,8,8,0,16
3,2,0,0,6,7,13,12,10,14,53,57,55,10,18,24,34,37,55,48,8,0,7,5
1,6,0,0,0,4,6,6,7,13,52,59,52,12,9,2,11,14,14,9,7,9,2,0
0,0,0,2,0,4,5,11,10,11,16,52,18,13,0,7,4,11,22,13,11,0,5,2

0,9,28,91,62,28,11,10,10,11,0,0,0,6,5,11,0,9,3,6,0,55,65,140
11,12,45,135,93,47,26,12,14,14,7,43,53,54,63,44,11,6,0,0,6,12,69,99
12,13,28,59,87,90,13,6,45,54,55,79,102,156,302,105,39,21,11,4,13,51,57,50
9,12,14,44,58,70,66,10,12,10,9,14,69,79,69,57,13,10,10,10,12,48,52,8
0,0,10,30,60,67,59,9,0,0,0,11,0,57,71,44,7,0,26,13,11,25,13,12
5,7,8,11,38,54,56,12,14,7,12,17,10,53,61,13,14,0,5,7,7,12,2,0
1,1,0,13,13,14,22,4,9,31,2,3,52,59,55,11,4,2,0,1,0,0,0,0
0,0,0,6,9,7,2,0,56,55,50,60,52,56,52,65,63,59,3,0,5,0,0,0
0,0,0,0,6,6,8,0,22,60,54,76,92,80,73,96,87,70,57,14,6,0,0,0
0,0,0,0,0,0,0,4,13,62,68,112,150,157,113,120,120,94,63,12,0,4,0,0
0,0,0,0,2,0,0,5,29,58,85,122,203,244,153,151,139,121,81,44,10,0,0,6
0,0,0,0,5,3,2,13,52,73,102,140,191,304,185,201,181,128,78,36,7,1,11,1
0,0,0,0,0,6,7,7,15,94,115,129,217,263,182,171,174,111,75,13,0,0,0,0
0,0,0,9,0,2,11,2,14,75,115,132,158,182,167,154,183,148,114,53,7,0,1,6
0,0,0,1,0,0,2,6,10,53,91,125,175,176,148,128,140,143,121,12,9,0,0,6
0,0,0,8,6,2,0,0,6,53,69,138,166,128,106,100,96,112,112,45,9,5,0,0
7,10,8,6,10,4,13,9,13,14,89,115,124,78,83,81,73,73,90,57,0,6,0,0
4,9,8,11,7,12,14,10,14,42,80,107,92,99,88,88,85,56,50,35,13,7,5,1
0,0,0,5,0,0,6,3,8,50,105,119,111,101,107,120,122,81,64,65,13,6,6,12
0,2,4,3,10,10,2,10,11,61,96,110,114,110,120,123,126,110,102,103,42,8,0,5
3,3,4,12,9,9,5,11,15,65,138,156,146,148,221,226,147,127,108,99,55,13,7,0
0,0,3,8,7,8,8,14,60,80,136,144,136,116,116,149,108,73,103,103,62,30,13,12
1,4,4,6,11,9,10,20,46,102,135,144,113,115,123,185,112,103,75,105,94,30,5,1
1,0,0,1,0,6,12,13,85,107,128,132,120,118,132,145,126,111,102,105,102,53,5,0
3,6,0,0,1,6,12,51,102,105,119,137,134,113,147,182,123,102,107,105,100,48,7,5
6,10,7,0,0,8,9,15,103,106,119,132,129,129,137,134,117,109,113,111,107,87,14,7
1,5,2,7,10,6,12,14,100,106,115,112,114,116,107,104,102,104,106,110,106,66,21,7
4,9,9,5,10,12,10,33,63,102,116,120,110,110,102,86,102,107,108,76,73,81,14,13
0,2,4,10,7,12,11,14,62,76,105,107,98,102,88,87,95,106,104,83,70,63,20,0
2,3,8,5,8,11,13,13,53,100,109,89,75,79,50,40,48,54,62,74,66,55,14,3
7,9,7,10,12,14,13,9,43,58,76,85,64,59,50,45,51,61,73,61,62,51,28,11
0,0,0,0,4,9,9,3,12,79,104,81,61,63,62,54,60,65,83,67,45,26,13,10
8,0,3,0,0,0,0,0,9,52,63,68,63,63,52,52,65,78,95,78,59,31,12,8
0,0,0,0,0,0,0,2,9,14,57,69,69,56,52,53,44,68,85,100,65,32,13,12
0,0,0,0,8,9,11,12,32,45,60,120,77,56,54,38,53,57,153,130,74,14,11,5
0,0,1,4,5,11,11,6,8,19,53,81,61,35,32,46,41,51,83,90,56,17,11,4
3,3,9,8,6,4,12,10,12,15,46,59,51,28,16,15,13,29,55,64,21,13,9,5
0,4,4,5,5,9,8,9,10,20,50,53,51,36,20,18,34,50,53,36,14,11,3,0
0,0,0,0,0,0,0,0,12,24,53,51,41,40,33,38,47,44,46,61,30,9,2,0
0,0,0,0,0,9,10,1,13,34,41,57,57,51,39,42,42,38,69,71,39,8,10,10
0,0,0,0,0,7,8,9,14,30,53,55,55,23,40,14,25,54,57,59,8,8,0,16
3,2,0,0,6,7,13,12,10,14,53,57,55,10,18,24,35,37,56,48,8,0,7,5
