2,0,0,0,0,7,8,11,11,12,10,25,10,14,20,12,0,7,5,4,0,8,13,4
9,0,0,3,6,6,1,7,11,25,44,47,48,13,6,17,14,12,1,9,11,8,6,7
3,0,0,0,0,0,0,0,0,7,13,12,14,10,14,60,55,72,53,20,12,0,8,7
4,5,0,0,2,0,0,2,2,4,10,10,13,54,64,116,180,189,99,51,30,11,7,5
0,0,0,0,0,0,0,0,0,0,9,11,20,55,108,178,210,216,170,86,47,4,6,3
1,0,3,8,7,7,10,6,13,28,28,43,50,50,136,244,265,224,128,93,47,17,6,0
4,2,5,11,2,0,4,4,3,11,13,26,61,88,184,232,182,136,75,67,52,31,9,8
0,0,0,0,0,1,0,0,0,7,11,51,71,115,193,228,153,84,74,67,78,56,6,6
0,0,0,0,0,0,0,0,0,2,23,70,104,144,180,153,87,93,103,95,68,53,17,0
0,4,0,0,0,0,0,10,13,43,70,120,149,129,112,71,80,116,143,142,112,62,23,11
0,0,0,0,0,0,0,10,52,73,118,140,143,102,61,59,65,136,203,190,123,70,50,11
0,0,0,0,0,0,8,41,73,84,88,64,57,57,55,66,88,139,231,245,162,86,52,11
0,0,0,0,0,0,9,26,9,53,54,50,14,15,59,72,100,111,189,191,139,69,35,11
0,2,9,13,3,0,2,0,0,4,3,6,11,33,1,75,86,115,135,126,109,88,55,10
0,3,6,2,7,0,13,11,20,15,33,8,6,6,8,3,11,74,87,100,103,67,34,13
3,1,0,0,1,11,50,68,62,57,59,61,71,64,12,14,65,111,106,116,117,81,43,6
6,0,7,13,29,53,78,79,62,71,83,69,95,73,78,99,114,129,170,179,150,123,74,13
9,7,9,18,32,35,42,56,60,88,106,96,98,122,140,198,246,320,375,333,254,142,60,18
0,0,0,7,13,19,94,120,100,100,104,105,106,104,134,179,232,280,323,286,210,125,65,28
3,10,12,10,13,33,64,127,135,106,90,103,100,101,120,148,204,290,304,235,197,105,58,10
0,0,10,12,14,27,76,106,107,100,105,81,86,86,101,122,148,184,207,184,140,66,50,3
1,5,5,9,10,19,46,86,112,113,73,45,40,43,38,48,78,99,100,100,62,26,10,14
6,3,10,10,17,19,29,77,93,101,70,39,33,14,27,38,21,41,38,45,24,31,14,10
0,0,0,0,6,7,5,69,105,115,105,55,14,14,9,10,13,11,8,11,11,7,2,5
0,0,0,0,3,9,6,40,100,103,104,51,14,7,9,15,12,7,9,11,7,0,0,11
7,5,8,0,0,3,0,13,72,112,120,103,100,50,7,8,13,6,12,10,4,0,1,7
0,2,0,7,9,0,11,9,59,101,100,90,100,10,47,92,65,11,8,3,2,0,7,0
3,5,2,0,0,9,1,11,44,97,106,56,51,77,75,79,84,7,7,8,2,1,6,6
3,2,0,0,3,7,0,11,78,97,57,4,51,59,81,64,51,8,0,8,0,13,12,7
2,3,4,0,0,4,0,36,72,56,36,5,13,39,45,29,24,11,0,10,3,0,3,6
7,10,8,11,7,9,13,24,42,35,25,14,21,38,42,32,13,13,11,11,8,1,0,0
0,0,8,0,4,3,8,8,12,13,3,9,10,39,57,56,47,13,11,10,8,0,0,0
7,3,6,0,0,0,0,0,7,8,0,2,12,39,60,62,60,25,13,9,7,3,1,4
0,0,0,0,0,0,0,0,0,0,0,3,3,9,57,63,37,20,12,10,6,0,4,1
0,0,0,0,0,0,0,0,0,0,3,2,0,5,50,40,30,13,10,3,5,0,5,7
0,0,0,0,0,0,0,0,0,0,7,0,0,9,42,53,27,8,11,1,1,3,5,0
0,0,0,0,0,0,0,0,0,0,10,12,12,13,36,31,13,8,3,6,0,7,8,8
0,5,0,3,5,1,0,0,7,9,13,14,13,30,60,57,13,5,0,3,5,2,1,5
0,0,0,0,0,0,2,0,5,13,14,31,35,51,76,57,28,8,5,9,0,8,8,9
0,0,0,0,3,4,1,11,11,29,42,81,77,56,60,52,19,10,7,7,1,2,7,8
1,5,4,4,6,7,6,13,20,54,57,63,44,27,40,12,10,2,5,8,10,0,5,0
8,8,0,0,0,9,9,8,11,10,13,27,12,8,6,9,6,5,7,0,0,0,2,7
3,7,1,1,6,6,0,0,3,9,10,9,0,3,4,0,0,8,2,0,4,6,7,0
2,0,3,2,2,0,1,6,7,0,2,1,3,5,4,7,0,8,0,7,8,4,3,5

2,0,0,0,0,7,8,11,12,13,12,37,12,14,24,13,0,7,6,4,0,8,13,4
9,0,0,4,6,7,3,8,12,35,50,52,51,20,8,18,14,13,2,10,11,8,6,7
4,0,0,0,0,3,0,0,2,9,14,13,14,10,13,60,56,74,54,22,12,0,7,7
4,5,0,0,3,0,0,4,2,4,11,10,13,52,63,116,180,191,101,52,33,11,6,5
0,0,0,0,0,0,0,0,0,0,9,10,14,55,106,174,206,209,166,86,50,5,6,2
1,0,3,8,7,7,10,7,12,26,23,41,49,49,132,234,253,215,125,92,48,17,6,0
3,1,5,11,2,0,4,3,2,10,12,20,61,88,178,222,176,134,75,67,52,32,9,8
0,0,0,0,0,0,0,0,0,7,10,50,70,112,184,216,148,83,74,67,78,57,6,6
0,0,0,0,0,0,0,0,0,1,23,69,102,138,169,145,84,91,102,93,68,53,17,0
0,3,0,0,0,0,0,9,12,39,69,116,142,125,107,69,77,111,139,138,109,62,23,11
0,0,0,0,0,0,0,9,51,71,114,135,141,101,60,58,63,128,196,187,123,71,50,10
0,0,0,0,0,0,6,30,71,84,89,64,56,55,54,63,82,130,220,241,164,89,53,10
0,0,0,0,0,0,8,32,12,58,53,42,13,14,56,68,97,106,179,182,138,72,39,12
0,1,10,12,3,0,3,0,0,5,3,7,10,31,2,75,84,113,133,124,108,93,62,8
0,2,7,5,10,2,14,9,15,15,33,10,6,5,7,3,10,63,79,95,103,68,42,14
3,1,0,0,10,36,51,70,63,57,59,62,71,64,14,28,66,115,111,120,119,85,50,7
6,0,8,14,50,65,93,90,66,73,85,70,98,74,79,101,121,141,182,187,155,126,78,22
9,7,9,18,34,38,46,57,63,91,111,101,103,128,144,200,242,299,346,314,250,146,62,20
0,0,0,8,14,31,100,121,98,100,104,107,110,109,141,187,244,298,324,280,208,126,66,29
3,10,12,10,13,41,67,129,135,106,90,103,100,102,123,155,217,306,306,233,198,106,59,10
0,0,10,12,15,31,86,109,108,100,105,84,92,91,102,125,151,188,211,189,145,68,52,3
1,5,5,10,11,23,50,91,113,114,70,46,40,44,38,50,82,104,105,106,66,27,10,14
6,3,10,10,17,19,31,84,95,101,68,39,34,15,27,39,20,40,38,46,24,31,14,10
0,0,0,0,6,7,6,78,106,112,102,52,13,14,10,10,14,11,8,11,11,7,3,5
0,0,0,0,3,10,7,40,100,102,101,39,14,6,10,23,27,10,10,11,7,0,1,11
7,5,8,0,0,2,0,12,80,111,112,100,69,51,9,14,66,14,12,10,6,0,1,7
0,2,0,7,8,0,10,8,53,100,99,84,94,10,67,98,75,13,8,5,4,1,8,0
3,6,2,0,0,8,2,11,42,87,105,62,40,71,73,77,82,8,7,7,3,2,7,7
3,3,0,0,3,5,0,11,70,99,59,1,38,54,75,58,42,7,0,8,0,13,11,8
2,3,4,0,0,4,0,29,76,63,35,4,11,31,39,23,22,8,0,10,1,0,3,5
7,10,8,11,7,9,12,23,42,34,24,13,18,34,38,26,12,14,11,11,8,1,0,0
