11,14,44,53,58,53,54,74,83,63,59,71,71,79,47,19,3,6,0,0,0,0,2,0
9,6,14,53,62,86,108,110,130,114,123,141,118,116,129,112,84,85,13,5,3,0,0,0
11,6,10,12,50,97,107,114,129,150,176,196,180,155,163,164,129,94,61,6,0,0,5,0
8,7,10,10,10,60,61,95,104,130,159,195,200,186,188,168,121,77,50,7,0,0,0,0
0,0,8,13,43,80,59,53,66,81,119,138,168,170,195,183,151,128,67,32,1,0,10,2
11,10,13,50,62,76,63,50,48,55,80,129,168,166,216,223,235,193,118,62,22,29,7,9
8,7,15,39,65,65,60,45,51,60,90,109,150,171,216,258,207,197,130,94,54,14,1,0
8,8,11,53,70,72,57,7,21,66,97,98,110,153,225,248,236,188,156,100,56,14,15,5
2,2,7,34,63,67,53,17,20,68,88,101,127,169,210,230,230,191,153,102,63,18,9,3
0,1,10,10,54,61,51,13,51,63,89,114,144,224,279,282,276,238,162,109,68,37,13,2
0,10,5,14,53,51,50,6,4,32,75,85,133,231,301,329,323,300,196,109,60,22,13,4
0,0,0,9,7,11,0,0,2,8,69,82,107,184,275,324,333,313,209,121,68,37,3,5
0,0,0,0,0,0,0,0,0,46,102,91,118,140,186,234,243,187,178,126,66,39,13,5
0,0,0,0,0,0,0,1,3,67,110,113,120,124,144,184,201,193,188,131,77,70,10,0
0,0,0,0,0,0,1,5,0,43,77,106,121,125,135,151,164,181,170,127,103,60,13,1
5,0,0,0,0,0,0,10,4,51,67,83,115,121,121,139,145,181,170,155,112,70,14,11
2,1,1,2,3,8,9,6,11,14,64,78,112,83,86,114,136,180,179,166,121,113,58,14
6,11,13,10,11,12,16,11,17,35,63,74,69,88,87,130,191,208,193,205,126,90,52,25
1,6,5,5,8,7,9,10,6,13,90,104,93,88,150,221,221,210,217,204,148,108,65,39
0,2,5,0,0,0,5,7,10,14,53,102,109,125,163,233,290,268,244,212,184,137,79,50
4,0,0,3,0,1,9,13,14,14,52,103,118,144,199,245,266,315,303,245,208,137,110,70
0,0,5,6,10,12,10,8,29,51,71,107,145,177,223,298,327,357,317,246,182,123,84,61
0,3,10,13,15,10,8,12,33,56,103,133,164,188,227,267,323,304,244,195,161,125,80,62
0,0,0,3,0,0,13,13,76,105,123,145,182,210,231,253,270,250,209,188,146,122,64,44
0,0,0,1,4,0,3,35,100,108,127,151,180,204,205,246,219,198,178,155,127,77,38,16
5,4,6,7,7,11,7,51,102,114,131,156,172,183,184,188,174,151,134,116,88,22,14,10
0,0,0,10,9,6,14,66,103,118,128,137,144,145,164,156,139,119,104,80,29,14,18,11
0,5,5,1,0,11,11,56,103,112,129,147,132,133,135,135,121,110,60,13,11,12,11,12
2,5,6,0,2,4,13,85,103,105,122,121,118,135,122,116,104,70,41,31,31,24,21,10
0,1,6,10,4,12,51,82,120,135,129,98,87,93,66,51,45,40,32,14,32,13,14,12
5,8,10,9,12,24,43,67,133,131,119,92,89,75,52,40,32,29,12,21,11,14,14,15
0,0,0,7,7,13,41,61,108,129,127,101,87,88,103,60,54,21,16,27,9,5,11,4
8,0,3,3,6,0,19,50,63,83,106,95,86,97,88,84,75,36,16,12,6,5,4,9
7,0,0,4,9,2,11,20,46,54,64,77,80,94,111,109,72,52,26,13,2,0,3,1
2,6,1,2,6,0,4,10,29,51,52,63,67,80,112,125,87,57,40,12,12,12,4,0
9,3,4,2,0,0,0,9,18,32,45,52,58,71,112,121,83,56,54,12,9,2,6,6
8,8,5,0,0,0,2,9,18,32,38,30,51,60,91,93,77,58,51,20,12,8,0,3
0,0,0,0,0,0,0,4,7,12,13,14,25,46,57,78,93,63,53,24,13,5,5,0
0,0,0,0,0,0,0,6,12,14,11,13,26,47,52,58,89,73,55,52,12,13,8,2
0,0,0,0,0,0,2,8,10,21,13,14,14,53,54,52,57,73,94,68,53,11,9,11
2,0,0,0,0,0,3,11,17,9,11,4,11,51,57,51,32,65,63,70,67,21,15,4
5,5,0,0,0,3,7,10,9,0,0,12,10,37,40,24,46,38,60,63,75,31,15,12
8,8,0,5,8,1,0,1,0,4,9,11,14,21,28,12,3,12,16,60,31,23,13,6
3,0,1,2,6,1,6,8,11,8,11,7,9,14,12,1,11,8,11,27,47,7,10,7

11,14,44,53,58,53,54,74,83,63,59,71,70,78,47,19,3,6,0,0,0,0,2,0
9,6,14,54,62,86,108,110,130,114,123,141,118,115,129,112,84,86,13,5,3,0,0,0
11,6,10,12,50,98,107,114,129,149,176,195,179,155,162,164,128,93,61,6,0,0,5,0
8,7,10,10,11,61,62,95,104,130,158,195,200,186,188,168,121,77,50,7,0,0,0,0
0,0,8,13,47,80,59,53,67,80,119,138,168,170,196,183,151,128,67,32,1,0,10,2
11,10,13,50,62,76,63,50,48,55,80,129,167,166,216,222,234,193,118,62,21,29,7,9
8,7,16,42,66,65,60,47,52,60,90,109,150,170,217,257,206,198,130,95,54,14,1,0
7,8,11,54,70,72,57,7,22,65,97,99,110,153,225,248,235,188,156,100,56,14,15,5
2,2,8,37,63,67,53,18,21,68,88,102,127,170,210,231,230,191,153,102,63,19,9,3
0,1,10,11,54,61,51,14,51,63,89,114,145,225,280,282,276,238,162,109,68,38,13,2
