0,0,0,0,0,0,0,4,3,0,0,0,8,12,10,12,6,7,0,0,0,0,6,0
5,0,0,0,3,13,13,10,12,14,27,21,51,52,52,33,32,14,8,6,9,8,18,14
0,0,0,0,0,6,13,23,48,54,60,66,92,83,55,51,32,47,50,25,12,6,18,12
0,0,0,0,3,2,13,31,53,69,84,94,85,68,58,53,53,37,45,21,17,1,3,1
0,0,0,0,0,0,0,0,0,59,64,73,100,65,63,55,54,52,29,14,6,0,11,0
0,0,0,7,9,5,37,40,59,64,75,95,79,75,78,74,64,45,26,31,16,6,5,0
0,0,7,12,14,38,55,65,92,118,132,136,130,111,105,114,92,104,63,55,33,10,0,0
2,0,0,3,17,52,63,81,104,142,172,140,117,95,102,128,119,116,93,28,25,23,4,7
0,0,0,8,38,56,58,74,108,144,164,153,137,116,127,142,142,126,100,65,51,36,11,0
0,0,0,0,46,73,75,73,64,93,127,165,170,175,176,178,174,152,87,63,58,54,29,7
5,1,0,15,50,60,70,64,58,73,123,140,173,178,189,179,176,145,100,61,51,54,25,4
0,0,0,7,54,59,63,61,59,68,106,136,136,150,181,186,172,135,95,66,53,60,46,5
0,0,0,23,65,76,62,50,54,69,110,124,138,143,173,156,145,105,71,36,42,51,100,11
0,0,12,14,70,107,94,58,50,61,104,117,133,132,134,141,133,111,102,42,51,65,65,79
0,0,12,36,62,57,53,14,31,50,77,110,117,102,110,124,117,109,100,10,13,18,50,33
7,0,0,33,70,52,13,5,9,55,64,80,100,95,92,85,80,103,78,51,13,14,24,24
7,6,5,56,100,41,11,33,27,58,79,79,112,65,76,66,73,91,100,61,10,10,10,29
8,10,19,28,36,31,16,8,26,59,89,99,82,99,130,154,122,96,70,46,26,20,9,14
0,0,7,11,12,13,0,10,50,104,132,158,154,115,114,151,125,111,103,106,53,21,17,15
5,8,14,12,7,0,9,13,65,89,133,188,213,183,156,193,198,188,142,120,54,7,11,14
0,3,2,15,11,11,8,11,59,86,150,189,219,209,170,212,196,191,156,127,102,51,20,15
0,0,5,14,13,10,24,13,55,104,145,180,207,212,152,196,204,187,153,135,102,44,39,37
5,5,9,16,22,24,12,25,37,93,132,152,159,150,120,127,158,171,142,129,109,36,13,12
0,0,2,4,0,8,10,12,50,101,113,120,129,111,88,100,111,120,125,120,106,26,10,8
0,5,0,0,0,5,8,11,29,73,105,106,104,100,67,100,102,108,102,98,100,29,3,7
9,4,0,2,6,5,7,6,12,13,36,97,100,46,61,103,108,107,107,103,52,2,15,8
2,0,0,7,4,5,2,0,0,3,17,29,14,29,45,103,108,106,106,77,20,10,5,1
5,0,7,0,2,8,0,1,8,3,33,40,29,29,13,84,105,105,106,61,8,10,10,10
0,5,0,0,5,0,0,0,0,0,14,11,13,7,10,64,102,96,74,55,12,13,10,5
0,1,0,0,0,0,0,0,0,1,11,12,12,3,28,39,45,50,55,23,6,4,5,2
7,11,5,3,0,11,7,13,8,12,16,22,21,8,26,37,49,53,55,27,1,1,7,3
0,5,3,0,0,0,6,8,0,6,7,8,4,0,10,44,50,55,53,33,15,0,0,0
5,0,0,0,0,5,7,0,0,0,0,2,7,0,14,39,62,67,61,55,18,5,0,0
0,0,0,0,0,8,0,0,0,0,0,0,1,0,8,52,66,89,102,84,47,13,12,5
0,0,0,0,0,2,0,0,0,3,8,4,3,0,8,35,85,104,105,79,52,14,13,5
3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,52,87,96,105,78,44,11,11,7
2,0,0,0,0,0,0,0,0,0,4,7,9,3,1,23,70,85,82,65,19,11,7,6
0,6,0,0,7,6,0,0,0,0,5,12,5,0,7,39,69,85,87,39,13,7,9,6
